Artist,Nationality,Gender,Race,Ethnicity,Title,Year
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Odalisque,1986
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1991
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1991
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Odalisque,1991
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1995
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,1995
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Odalisque,1995
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Cherubini and the Muse of Lyric Poetry,2001
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,2001
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Louis Bertin,2001
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Odalisque with a Slave,2001
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Grande Odalisque,2007
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Portrait of Madame Inès Moitessier,2007
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Portrait of Napoleon on His Imperial Throne,2007
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Grande Odalisque,2011
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Portrait of Madame Inès Moitessier,2011
Jean Auguste Dominique Ingres,French,Male,White,Not Hispanic or Latinx,Portrait of Napoleon on His Imperial Throne,2011
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Papigno,1963
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Papigno,1969
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Papigno,1977
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Papigno,1986
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Papigno,1991
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Morning: Dance of the Nymphs,1995
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,View of Rome: The Bridge and Castel Sant'Angelo with the Cupola of St. Peter's ,1995
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Morning: Dance of the Nymphs,2001
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,View of Rome: The Bridge and Castel Sant'Angelo with the Cupola of St. Peter's,2001
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Morning: Dance of the Nymphs,2007
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,View of Rome: The Bridge and Castel Sant'Angelo with the Cupola of St. Peter's,2007
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,Souvenir de Mortefontaine (Oise),2011
Jean Baptiste Camille Corot,French,Male,White,Not Hispanic or Latinx,View of Rome: The Bridge and Castel Sant'Angelo with the Cupola of St. Peter's,2011
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,1963
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,1969
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,1977
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,1986
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,1991
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,1995
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,2001
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,2007
Jean Baptiste Greuze,French,Male,White,Not Hispanic or Latinx,The Village Bride,2011
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),1977
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Natural History,1977
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),1986
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),1991
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),1995
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),2001
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),2007
Jean Dubuffet,French,Male,White,Not Hispanic or Latinx,Le Metafisyx (Corps de Dame),2011
Jean Tinguely,Swiss,Male,White,Not Hispanic or Latinx,Homage to New York,2001
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,1963
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,1969
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,1977
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,1986
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,1991
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,1995
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,2001
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,2007
Jean François Millet,French,Male,White,Not Hispanic or Latinx,The Sower,2011
Jean-Michel Basquiat,American,Male,Black or African American,Not Hispanic or Latinx,Horn Players,2007
Jean-Michel Basquiat,American,Male,Black or African American,Not Hispanic or Latinx,Horn Players,2011
Jennifer Bartlett,American,Female,White,Not Hispanic or Latinx,Water,1995
Jennifer Bartlett,American,Female,White,Not Hispanic or Latinx,Water,2001
Jerry Uelsmann,American,Male,White,Not Hispanic or Latinx,Untitled,1986
Jerry Uelsmann,American,Male,White,Not Hispanic or Latinx,Untitled,1991
Jerry Uelsmann,American,Male,White,Not Hispanic or Latinx,Untitled,1995
Jerry Uelsmann,American,Male,White,Not Hispanic or Latinx,Untitled,2001
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition,1963
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition,1969
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition,1977
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition  ,1986
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition,1991
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Painting,1995
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition  ,2001
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition  ,2007
Joan Miró,Spanish,Male,White,Hispanic or Latinx,Composition,2011
Joanne Leonard,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",1986
Joanne Leonard,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",1991
Joanne Leonard,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",1995
Joanne Leonard,American,Female,White,Not Hispanic or Latinx,"Romanticism Is Ultimately Fatal, from ""Dreams and Nightmares""",2001
Johann Heinrich Wilhelm Tischbein,German,Male,White,Not Hispanic or Latinx,Goethe in the Compagna,2001
John Cage,American,Male,White,Not Hispanic or Latinx,"Aria, Voice (any range)",2001
John Constable,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1963
John Constable,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,1963
John Constable,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1969
John Constable,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,1969
John Constable,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1977
John Constable,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,1977
John Constable,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1986
John Constable,British,Male,White,Not Hispanic or Latinx,Stoke-by-Nayland,1986
John Constable,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1991
John Constable,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),1991
John Constable,British,Male,White,Not Hispanic or Latinx,Hampstead Heath,1995
John Constable,British,Male,White,Not Hispanic or Latinx,Salisbury Cathedral from the Meadows,1995
John Constable,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),1995
John Constable,British,Male,White,Not Hispanic or Latinx,Salisbury Cathedral from the Meadows,2001
John Constable,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),2001
John Constable,British,Male,White,Not Hispanic or Latinx,Salisbury Cathedral from the Meadows,2007
John Constable,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),2007
John Constable,British,Male,White,Not Hispanic or Latinx,The Haywain (Landscape: Noon),2011
John Cotman,British,Male,White,Not Hispanic or Latinx,Durham Cathedral,1995
John Cotman,British,Male,White,Not Hispanic or Latinx,Durham Cathedral,2001
John Everett Millais,British,Male,White,Not Hispanic or Latinx,Christ in the Carpenter's Shop (Christ in the House of His Parents),2007
John Everett Millais,British,Male,White,Not Hispanic or Latinx,Christ in the Carpenter's Shop (Christ in the House of His Parents),2011
John Heartfield,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",1986
John Heartfield,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",1991
John Heartfield,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",1995
John Heartfield,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",2001
John Heartfield,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",2007
John Heartfield,German,Male,White,Not Hispanic or Latinx,"As in the Middle Ages, so in the Third Reich",2011
John Singer Sargent,American,Male,White,Not Hispanic or Latinx,Mr. and Mrs. I.N. Phelps Stokes,2007
John Singer Sargent,American,Male,White,Not Hispanic or Latinx,Mr. and Mrs. I.N. Phelps Stokes,2011
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1963
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1963
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1969
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1969
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1977
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1977
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Mrs. Thomas Boylston,1986
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1986
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1991
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,1995
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Paul Revere,2001
John Singleton Copley,American,Male,White,Not Hispanic or Latinx,Watson and the Shark,2001
John Thomson,Scottish,Male,White,Not Hispanic or Latinx,The Crawlers,2007
John Thomson,Scottish,Male,White,Not Hispanic or Latinx,The Crawlers,2011
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1963
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1969
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1977
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1986
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1991
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),1995
José Clemente Orozco,Mexican,Male,White,Hispanic or Latinx,Victims (detail from a mural cycle),2001
Josef Albers,German,Male,White,Not Hispanic or Latinx,Homage to the Square: Apparition,1995
Josef Albers,German,Male,White,Not Hispanic or Latinx,Homage to the Square: Apparition,2001
Josef Sudek,Czech,Male,White,Not Hispanic or Latinx,View from Studio Window in Winter,1995
Josef Sudek,Czech,Male,White,Not Hispanic or Latinx,View from Studio Window in Winter,2001
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1963
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1969
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1977
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1986
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1991
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,"Rain, Steam and Speed - The Great Western Railway",1995
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,1995
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,"Rain, Steam and Speed - The Great Western Railway",2001
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,2001
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,Sandstorm: Hannibal and His Army Crossing the Alps,2007
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,2007
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,Snowstorm: Hannibal and His Army Crossing the Alps,2011
Joseph Mallord William Turner,British,Male,White,Not Hispanic or Latinx,The Slave Ship or Slavers Throwing Overboard the Dead and Dying - Typhoon Coming On,2011
Joseph Nicéphore Niépce,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,1986
Joseph Nicéphore Niépce,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,1991
Joseph Nicéphore Niépce,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,1995
Joseph Nicéphore Niépce,French,Male,White,Not Hispanic or Latinx,View from His Window at Le Gras,2001
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1963
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1969
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1977
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1986
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1991
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,1995
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,Brooklyn Bridge,2001
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,"The Voice of the City, New York Interpreted",2007
Joseph Stella,Italian-American,Male,White,Not Hispanic or Latinx,"The Voice of the City, New York Interpreted",2011
Joseph Wright of Derby,British,Male,White,Not Hispanic or Latinx,An Experiment on a Bird in the Air-Pump,2007
Joseph Wright of Derby,British,Male,White,Not Hispanic or Latinx,The Widow of an Indian Chief Watching the Arms of Her Deceased Husband,2007
Joseph Wright of Derby,British,Male,White,Not Hispanic or Latinx,The Old Man and Death,2011
Julia Margaret Cameron,British,Female,White,Not Hispanic or Latinx,Portrait of Ellen Terry,1986
Julia Margaret Cameron,British,Female,White,Not Hispanic or Latinx,Portrait of Ellen Terry,1991
Julia Margaret Cameron,British,Female,White,Not Hispanic or Latinx,Portrait of Ellen Terry,1995
Julia Margaret Cameron,British,Female,White,Not Hispanic or Latinx,"Ellen Terry, at the Age of Sixteen",2001
Julia Margaret Cameron,British,Female,White,Not Hispanic or Latinx,Sister Spirits,2007
Julia Margaret Cameron,British,Female,White,Not Hispanic or Latinx,Sister Spirits,2011
Julian Schnabel,American,Male,White,Not Hispanic or Latinx,The Exile,2011
Karel Appel,Dutch,Male,White,Not Hispanic or Latinx,Burned Face,1986
Karel Appel,Dutch,Male,White,Not Hispanic or Latinx,Burned Face,1991
Karel Appel,Dutch,Male,White,Not Hispanic or Latinx,Burned Face,1995
Käthe Kollwitz,German,Female,White,Not Hispanic or Latinx,Never Again War!,1991
Käthe Kollwitz,German,Female,White,Not Hispanic or Latinx,Never Again War!,1995
Käthe Kollwitz,German,Female,White,Not Hispanic or Latinx,Never Again War!,2001
Käthe Kollwitz,German,Female,White,Not Hispanic or Latinx,Never Again War!,2007
Käthe Kollwitz,German,Female,White,Not Hispanic or Latinx,Never Again War!,2011
Kay WalkingStick,American,Female,American Indian or Alaska Native,Not Hispanic or Latinx,On the Edge,1995
Kay WalkingStick,American,Female,American Indian or Alaska Native,Not Hispanic or Latinx,On the Edge,2001
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Black Quadrilateral,1986
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Black Quadrilateral,1991
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: White on White,1991
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Black Quadrilateral,1995
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: White on White,1995
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition,2001
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: Airplane Flying,2007
Kazimir Malevich,Russian,Male,White,Not Hispanic or Latinx,Suprematist Composition: Airplane Flying,2011
Kenneth J. Butler,American,Male,White,Not Hispanic or Latinx,Cherrie V,1969
Kenneth J. Butler,American,Male,White,Not Hispanic or Latinx,Cherrie V,1977
Larry Rivers,American,Male,White,Not Hispanic or Latinx,Europe II,1977
Larry Rivers,American,Male,White,Not Hispanic or Latinx,Europe II,1986
Larry Rivers,American,Male,White,Not Hispanic or Latinx,Europe II,1991
Larry Rivers' family member,American,Male,White,Not Hispanic or Latinx,The Great Uncle and Cousins of Larry Rivers in Poland,1977
László Moholy-Nagy,Hungarian,Male,White,Not Hispanic or Latinx,Untitled  ,1986
László Moholy-Nagy,Hungarian,Male,White,Not Hispanic or Latinx,Untitled,1991
László Moholy-Nagy,Hungarian,Male,White,Not Hispanic or Latinx,Untitled,1995
László Moholy-Nagy,Hungarian,Male,White,Not Hispanic or Latinx,Untitled,2001
Lee Krasner,American,Female,White,Not Hispanic or Latinx,Celebration,1986
Lee Krasner,American,Female,White,Not Hispanic or Latinx,Celebration,1991
Lee Krasner,American,Female,White,Not Hispanic or Latinx,Celebration,1995
Lee Krasner,American,Female,White,Not Hispanic or Latinx,Celebration,2001
Leon Bakst,Russian,Male,White,Not Hispanic or Latinx,Nijnsky in L'Après-midi d'un Faune,2001
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,The Traveler,1986
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,The Traveler,1991
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,The Traveler,1995
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,Set design for the Maganimous Cuckold,2001
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,The Traveler,2001
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,The Traveler,2007
Liubov Popova,Russian,Female,White,Not Hispanic or Latinx,The Traveler,2011
Louis Lumière,French,Male,White,Not Hispanic or Latinx,Young Lady with an Umbrella,1986
Louis Lumière,French,Male,White,Not Hispanic or Latinx,Young Lady with an Umbrella,1991
Louis Lumière,French,Male,White,Not Hispanic or Latinx,Young Lady with an Umbrella,1995
Louis Lumière,French,Male,White,Not Hispanic or Latinx,Young Lady with an Umbrella,2001
Louis-Jacques-Mandé Daguerre,French,Male,White,Not Hispanic or Latinx,Still Life,1986
Louis-Jacques-Mandé Daguerre,French,Male,White,Not Hispanic or Latinx,Still Life  ,1991
Louis-Jacques-Mandé Daguerre,French,Male,White,Not Hispanic or Latinx,Still Life,1995
Louis-Jacques-Mandé Daguerre,French,Male,White,Not Hispanic or Latinx,Still Life  ,2001
Man Ray,American,Male,White,Not Hispanic or Latinx,Rayograph,1986
Man Ray,American,Male,White,Not Hispanic or Latinx,Rayograph,1991
Man Ray,American,Male,White,Not Hispanic or Latinx,Rayograph,1995
Man Ray,American,Male,White,Not Hispanic or Latinx,Untitled,2001
Man Ray,American,Male,White,Not Hispanic or Latinx,Champs délicieux,2007
Man Ray,American,Male,White,Not Hispanic or Latinx,Untitled,2011
Manuel Álvarez Bravo,Mexican,Male,White,Hispanic or Latinx,La Buena Fama Durmiendo (Good Reputation Sleeping),2007
Manuel Álvarez Bravo,Mexican,Male,White,Hispanic or Latinx,La Buena Fama Durmiendo (Good Reputation Sleeping),2011
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,1963
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,1969
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,1977
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,1986
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,1991
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,1995
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,2001
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,2007
Marc Chagall,Russian-French,Male,White,Not Hispanic or Latinx,I and the Village,2011
Marcantonio Raimondi,Italian,Male,White,Not Hispanic or Latinx,The Judgement of Paris,2001
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride,1963
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride,1969
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,Tu m',1969
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",1977
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride,1977
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,Tu m',1977
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",1986
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride,1986
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",1991
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride,1991
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",1995
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride,1995
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",2001
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,The Bride  ,2001
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,Fountain,2007
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",2007
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,Fountain,2011
Marcel Duchamp,French,Male,White,Not Hispanic or Latinx,"Nude Descending a Staircase, No. 2",2011
Margaret Bourke-White,American,Female,White,Not Hispanic or Latinx,"Fort Peck Dam, Montana",1986
Margaret Bourke-White,American,Female,White,Not Hispanic or Latinx,"Fort Peck Dam, Montana",1991
Margaret Bourke-White,American,Female,White,Not Hispanic or Latinx,"Fort Peck Dam, Montana",1995
Margaret Bourke-White,American,Female,White,Not Hispanic or Latinx,"Fort Peck Dam, Montana",2001
Margaret Bourke-White,American,Female,White,Not Hispanic or Latinx,"Fort Peck Dam, Montana",2007
Margaret Bourke-White,American,Female,White,Not Hispanic or Latinx,"Fort Peck Dam, Montana",2011
Mark Rothko,American,Male,White,Not Hispanic or Latinx,Earth and Green,1977
Mark Rothko,American,Male,White,Not Hispanic or Latinx,Earth and Green,1986
Mark Rothko,American,Male,White,Not Hispanic or Latinx,Ochre and Red on Red,1991
Mark Rothko,American,Male,White,Not Hispanic or Latinx,Orange and Yellow,1995
Mark Rothko,American,Male,White,Not Hispanic or Latinx,White and Greens in Blue,2001
Mark Rothko,American,Male,White,Not Hispanic or Latinx,No. 61 (Rust and Blue),2007
Mark Rothko,American,Male,White,Not Hispanic or Latinx,No. 61 (Rust and Blue),2011
Mark Tansey,American,Male,White,Not Hispanic or Latinx,Derrida Queries De Man,1995
Mark Tansey,American,Male,White,Not Hispanic or Latinx,Derrida Queries De Man,2001
Mark Tobey,American,Male,White,Not Hispanic or Latinx,1951,1963
Mark Tobey,American,Male,White,Not Hispanic or Latinx,1951,1969
Mark Tobey,American,Male,White,Not Hispanic or Latinx,1951,1977
Marsden Hartley,American,Male,White,Not Hispanic or Latinx,Portrait of a German Officer,1991
Marsden Hartley,American,Male,White,Not Hispanic or Latinx,Portrait of a German Officer,1995
Marsden Hartley,American,Male,White,Not Hispanic or Latinx,Portrait of a German Officer,2001
Marsden Hartley,American,Male,White,Not Hispanic or Latinx,Portrait of a German Officer,2007
Marsden Hartley,American,Male,White,Not Hispanic or Latinx,Portrait of a German Officer,2011
Mary Cassatt,American,Female,White,Not Hispanic or Latinx,The Child's Bath,1986
Mary Cassatt,American,Female,White,Not Hispanic or Latinx,The Child's Bath,1991
Mary Cassatt,American,Female,White,Not Hispanic or Latinx,The Child's Bath,1995
Mary Cassatt,American,Female,White,Not Hispanic or Latinx,The Child's Bath,2001
Mary Cassatt,American,Female,White,Not Hispanic or Latinx,The Child's Bath,2007
Mary Cassatt,American,Female,White,Not Hispanic or Latinx,The Child's Bath,2011
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,1963
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,1963
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,1969
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,1969
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,1977
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,1977
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,1986
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,1986
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,1991
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,1991
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,1995
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,1995
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,2001
Max Beckmann,German,Male,White,Not Hispanic or Latinx,The Dream,2001
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,2007
Max Beckmann,German,Male,White,Not Hispanic or Latinx,Departure,2011
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 2 Calipers 1 Drainpipe Telescope 1 Piping Man,1963
Max Ernst,German,Male,White,Not Hispanic or Latinx,Swamp Angel,1963
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 2 Calipers 1 Drainpipe Telescope 1 Piping Man,1969
Max Ernst,German,Male,White,Not Hispanic or Latinx,Swamp Angel,1969
Max Ernst,German,Male,White,Not Hispanic or Latinx,1 Copper Plate 1 Zinc Plate 1 Rubber Cloth 2 Calipers 1 Drainpipe Telescope 1 Piping Man,1977
Max Ernst,German,Male,White,Not Hispanic or Latinx,Swamp Angel,1977
