Artist,Title,Year,Nationality,Gender,Race,Ethnicity
Eugène Delacroix,Liberty Leading the People,2013,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Tiger Hunt,2013,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Death of Sardanapalus,2016,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Liberty Leading the People,2016,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Women of Algiers in Their Apartment,2016,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Death of Saradanapalus,2020,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Liberty Leading the People,2020,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Women of Algiers in Their Apartment,2020,French,Male,White,Not Hispanic or Latinx
Eugène Durieu,Draped Model (back view),1991,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Draped Model (back view),1991,French,Male,White,Not Hispanic or Latinx
Eugène Durieu,Draped Model (back view),1996,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Draped Model (back view),1996,French,Male,White,Not Hispanic or Latinx
Eugène Durieu,Draped Model (back view),2001,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Draped Model (back view),2001,French,Male,White,Not Hispanic or Latinx
Eugène Durieu,Draped Model (back view),2005,French,Male,White,Not Hispanic or Latinx
Eugène Delacroix,Draped Model (back view),2005,French,Male,White,Not Hispanic or Latinx
Eugene Speicher,Babette,1936,American,Male,White,Not Hispanic or Latinx
Faith Ringgold,Who's Afraid of Aunt Jemima?,2001,American,Female,Black or African American,Not Hispanic or Latinx
Faith Ringgold,Who's Afraid of Aunt Jemima?,2005,American,Female,Black or African American,Not Hispanic or Latinx
Faith Ringgold,Who's Afraid of Aunt Jemima?,2009,American,Female,Black or African American,Not Hispanic or Latinx
Faith Ringgold,Who's Afraid of Aunt Jemima?,2013,American,Female,Black or African American,Not Hispanic or Latinx
Faith Ringgold,Who's Afraid of Aunt Jemima?,2016,American,Female,Black or African American,Not Hispanic or Latinx
Faith Ringgold,Who's Afraid of Aunt Jemima?,2020,American,Female,Black or African American,Not Hispanic or Latinx
Fernand Léger,The City,1948,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,1959,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,1970,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,1975,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,1980,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,1986,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,1996,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,2001,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,2005,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,2009,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,2013,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,2016,French,Male,White,Not Hispanic or Latinx
Fernand Léger,The City,2020,French,Male,White,Not Hispanic or Latinx
Fernando Botero,Abu Ghraib 46,2016,Columbian,Male,White,Hispanic or Latinx
Fernando Botero,Abu Ghraib 46,2020,Columbian,Male,White,Hispanic or Latinx
Franc Johnson Newcomb,Nightway: Whirling Logs,2001,American,Female,White,Not Hispanic or Latinx
Francis Bacon,Number VII from Eight Studies for a Portrait,1970,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Number VII from Eight Studies for a Portrait,1975,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Number VII from Eight Studies for a Portrait,1980,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Number VII from Eight Studies for a Portrait,1986,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Study after Velásquez's Portrait of Pope Innocent X,1991,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,1996,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,2001,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,2005,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,2009,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,2013,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,2016,British,Male,White,Not Hispanic or Latinx
Francis Bacon,Painting,2020,British,Male,White,Not Hispanic or Latinx
Francisco Goya,Family of Charles IV,1936,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Portrait of His Wife,1936,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"Caprice: ""Why Hide Them?""",1936,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Portrait of His Wife,1948,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Family of Charles IV,1948,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"Shooting of the Rebels of May 3, 1808",1948,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"Caprice: ""Why Hide Them?""",1948,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",1970,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Parasol,1970,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,1970,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"""The Dream of Reason""",1970,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Tampoco,1970,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,1970,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Parasol,1975,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,1975,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",1975,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"""The Dream of Reason""",1975,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Tampoco,1975,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,1975,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"""The Dream of Reason""",1980,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,1980,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",1980,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Tampoco,1980,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,1980,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"""The Dream of Reason""",1986,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,1986,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",1986,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Tampoco,1986,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,1986,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Sleep of Reason Produces Monsters, from Los Caprichos",1991,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,1991,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",1991,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,1991,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,1996,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",1996,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,1996,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Sleep of Reason Produces Monsters,2001,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,2001,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",2001,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,2001,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Sleep of Reason Produces Monsters,2005,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Family of Charles IV,2005,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",2005,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,2005,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Sleep of Reason Produces Monsters,2009,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Family of Charles IV,2009,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"Third of May, 1808",2009,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,2009,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Sleep of Reason Produces Monsters,2013,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"The Third of May, 1808",2013,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring His Children,2013,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Sleep of Reason,2016,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"Third of May, 1808",2016,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring One of His Children,2016,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,The Sleep of Reason,2020,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,"Third of May, 1808",2020,Spanish,Male,White,Hispanic or Latinx
Francisco Goya,Saturn Devouring One of His Children,2020,Spanish,Male,White,Hispanic or Latinx
François Boucher,Cupid a Captive,1970,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,1975,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,1980,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,1986,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,1991,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,1996,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,2001,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,2005,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,2009,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,2013,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,2016,French,Male,White,Not Hispanic or Latinx
François Boucher,Cupid a Captive,2020,French,Male,White,Not Hispanic or Latinx
Frank Gelett Burgess,"Pablo Picasso in his studio, Paris, France",2009,American,Male,White,Not Hispanic or Latinx
Frank Gelett Burgess,"photograph of Pablo Picasso in his studio in the rue Ravignan, Paris, France",2013,American,Male,White,Not Hispanic or Latinx
Frank Gelett Burgess,"photograph of Pablo Picasso in his studio in the rue Ravignan, Paris, France",2016,American,Male,White,Not Hispanic or Latinx
Frank Gelett Burgess,"photograph of Pablo Picasso in his studio in the rue Ravignan, Paris, France, 1908",2020,American,Male,White,Not Hispanic or Latinx
Frank Stella,Nunca Pasa Nada,1996,American,Male,White,Not Hispanic or Latinx
Frank Stella,Nunca Pasa Nada,2001,American,Male,White,Not Hispanic or Latinx
Frank Stella,Mas a Menos,2005,American,Male,White,Not Hispanic or Latinx
Frank Stella,Mas o Menos,2009,American,Male,White,Not Hispanic or Latinx
Frank Stella,Mas o Menos,2013,American,Male,White,Not Hispanic or Latinx
Frank Stella,Mas o Menos,2016,American,Male,White,Not Hispanic or Latinx
Frank Stella,Mas o Menos,2020,American,Male,White,Not Hispanic or Latinx
Franz Kline,Painting,1970,American,Male,White,Not Hispanic or Latinx
Franz Kline,Painting,1975,American,Male,White,Not Hispanic or Latinx
Franz Kline,Painting 1952,1980,American,Male,White,Not Hispanic or Latinx
Franz Kline,Painting 1952,1986,American,Male,White,Not Hispanic or Latinx
Franz Kline,Painting,1991,American,Male,White,Not Hispanic or Latinx
Franz Kline,Painting,1996,American,Male,White,Not Hispanic or Latinx
Franz Marc,The Great Blue Horses,1996,German,Male,White,Not Hispanic or Latinx
Franz Marc,Fate of the Animals,2001,German,Male,White,Not Hispanic or Latinx
Franz Marc,Fate of the Animals,2005,German,Male,White,Not Hispanic or Latinx
Franz Marc,Fate of the Animals,2009,German,Male,White,Not Hispanic or Latinx
Franz Marc,Fate of the Animals,2013,German,Male,White,Not Hispanic or Latinx
Franz Marc,Fate of the Animals,2016,German,Male,White,Not Hispanic or Latinx
Franz Marc,Fate of the Animals,2020,German,Male,White,Not Hispanic or Latinx
Frederic Edwin Church,Twilight In the Wilderness,2001,American,Male,White,Not Hispanic or Latinx
Frederic Edwin Church,Twilight In the Wilderness,2005,American,Male,White,Not Hispanic or Latinx
Frederic Edwin Church,Twilight In the Wilderness,2009,American,Male,White,Not Hispanic or Latinx
Frederic Edwin Church,Twilight In the Wilderness,2013,American,Male,White,Not Hispanic or Latinx
Frederic Edwin Church,Twilight in the Wilderness,2016,American,Male,White,Not Hispanic or Latinx
Frederic Edwin Church,Twilight in the Wildnerness,2020,American,Male,White,Not Hispanic or Latinx
Frida Kahlo,The Two Fridas,1991,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,1996,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,2001,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,2005,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,2009,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,2013,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,2016,Mexican,Female,White,Hispanic or Latinx
Frida Kahlo,The Two Fridas,2020,Mexican,Female,White,Hispanic or Latinx
Friedrich von Martens,Panorama of Paris,1991,Swiss,Male,White,Not Hispanic or Latinx
George Bellows,My Mother,1936,American,Male,White,Not Hispanic or Latinx
George Bellows,A Stag at Sharkey's,1948,American,Male,White,Not Hispanic or Latinx
George Caleb Bingham,Raftsmen Playing Cards,1980,American,Male,White,Not Hispanic or Latinx
George French Angas,"Rangihaeta's House on the Island of Mana, called ""Kai Tangata"" (Eat Man)",2001,British,Male,White,Not Hispanic or Latinx
George Grosz,Punishment,1970,German,Male,White,Not Hispanic or Latinx
George Grosz,Punishment,1975,German,Male,White,Not Hispanic or Latinx
George Grosz,Punishment,1980,German,Male,White,Not Hispanic or Latinx
George Grosz,Punishment,1986,German,Male,White,Not Hispanic or Latinx
George Grosz,Fit for Active Service,2001,German,Male,White,Not Hispanic or Latinx
George Grosz,Fit for Active Service,2005,German,Male,White,Not Hispanic or Latinx
George Grosz,Fit for Active Service,2009,German,Male,White,Not Hispanic or Latinx
George Grosz,The Eclipse of the Sun,2013,German,Male,White,Not Hispanic or Latinx
George Grosz,The Eclipse of the Sun,2016,German,Male,White,Not Hispanic or Latinx
George Grosz,The Eclipse of the Sun,2020,German,Male,White,Not Hispanic or Latinx
George Inness,After a Summer Shower,1926,American,Male,White,Not Hispanic or Latinx
George Inness,Rosy Morn,1926,American,Male,White,Not Hispanic or Latinx
George Inness,Rosy Morn,1936,American,Male,White,Not Hispanic or Latinx
George Inness,Home of the Heron,1948,American,Male,White,Not Hispanic or Latinx
George Inness,Home of the Heron,1959,American,Male,White,Not Hispanic or Latinx
George N. Barnard,"Ruins of the Railroad Depot, Charleston, S. C. ",1959,American,Male,White,Not Hispanic or Latinx
George Stubbs,Horse Being Devoured by a Lion,1991,British,Male,White,Not Hispanic or Latinx
George Stubbs,Horse Being Devoured by a Lion,1996,British,Male,White,Not Hispanic or Latinx
Georges Braque,Musical Forms,1959,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Table,1970,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Table,1975,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Table,1980,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Table,1986,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,1991,French,Male,White,Not Hispanic or Latinx
Georges Braque,Fruit Dish and Cards,1991,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,1996,French,Male,White,Not Hispanic or Latinx
Georges Braque,Fruit Dish and Cards,1996,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Table,1996,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,2001,French,Male,White,Not Hispanic or Latinx
Georges Braque,Fruit Dish and Cards,2001,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,2005,French,Male,White,Not Hispanic or Latinx
Georges Braque,"Bottle, Newspaper, Pipe and Glass",2005,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,2009,French,Male,White,Not Hispanic or Latinx
Georges Braque,"Bottle, Newspaper, Pipe and Glass",2009,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,2013,French,Male,White,Not Hispanic or Latinx
Georges Braque,"Bottle, Newspaper, Pipe and Glass",2013,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portuguese,2016,French,Male,White,Not Hispanic or Latinx
Georges Braque,"Bottle, Newspaper, Pipe and Glass",2016,French,Male,White,Not Hispanic or Latinx
Georges Braque,The Portugese,2020,French,Male,White,Not Hispanic or Latinx
Georges Braque,"Bottle, Newspaper, Pipe, and Glass",2020,French,Male,White,Not Hispanic or Latinx
Georges Rouault,Three Clowns,1959,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,1970,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,1975,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,1980,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,1986,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,1991,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,1996,French,Male,White,Not Hispanic or Latinx
Georges Rouault,The Old King,2001,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday on the Island of La Grande Jatte,1936,French,Male,White,Not Hispanic or Latinx
Georges Seurat,La Grande Jatte,1948,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday Afternoon on Grande Jatte Island,1959,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday Afternoon on the Island of La Grande Jatte,1970,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday Afternoon on the Island of La Grande Jatte,1975,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday Afternoon on the Island of La Grande Jatte,1980,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday Afternoon on the Island of La Grande Jatte,1986,French,Male,White,Not Hispanic or Latinx
Georges Seurat,Sunday Afternoon on the Island of La Grande Jatte,1991,French,Male,White,Not Hispanic or Latinx
Georges Seurat,La Grande Jatte,1996,French,Male,White,Not Hispanic or Latinx
Georges Seurat,A Sunday on La Grande Jatte,2001,French,Male,White,Not Hispanic or Latinx
Georges Seurat,A Sunday on La Grande Jatte,2005,French,Male,White,Not Hispanic or Latinx
Georges Seurat,A Sunday on La Grande Jatte,2009,French,Male,White,Not Hispanic or Latinx
Georges Seurat,A Sunday on La Grande Jatte,2013,French,Male,White,Not Hispanic or Latinx
Georges Seurat,A Sunday on La Grande Jatte,2016,French,Male,White,Not Hispanic or Latinx
Georges Seurat,A Sunday on La Grande Jatte,2020,French,Male,White,Not Hispanic or Latinx
Georgia O'Keeffe,Ranchos Church,1936,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,Church at Ranchos de Taos,1948,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,Jack-in-the-Pulpit IV,1980,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,Jack-in-the-Pulpit,1986,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,Light Coming on the Plains II,1991,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,Jack-in-the-Pulpit IV,1996,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,"New York, Night",2001,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,"New York, Night",2005,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,"New York, Night",2009,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,"New York, Night",2013,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,"New York, Night",2016,American,Female,White,Not Hispanic or Latinx
Georgia O'Keeffe,"New York, Night",2020,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou Among Women,1991,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou Among Women,1996,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou Among Women,2001,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou Among Women,2005,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou amoung Women,2009,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou amoung Women,2013,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou among Women,2016,American,Female,White,Not Hispanic or Latinx
Gertrude Käsebier,Blessed Art Thou among Women,2020,American,Female,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,1996,Italian,Male,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,2001,Italian,Male,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,2005,Italian,Male,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,2009,Italian,Male,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,2013,Italian,Male,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,2016,Italian,Male,White,Not Hispanic or Latinx
Giacomo Balla,Dynamism of a Dog on a Leash,2020,Italian,Male,White,Not Hispanic or Latinx
Gilbert Prousch,We Are,1991,Italian,Male,White,Not Hispanic or Latinx
George Passmore,We Are,1991,British,Male,White,Not Hispanic or Latinx
Gilbert Prousch,We Are,1996,Italian,Male,White,Not Hispanic or Latinx
George Passmore,We Are,1996,British,Male,White,Not Hispanic or Latinx
Gilbert Stuart,Mrs. Yates,1936,American,Male,White,Not Hispanic or Latinx
Gilbert Stuart,Mrs. Richard Yates,1948,American,Male,White,Not Hispanic or Latinx
Gilbert Stuart,Mrs. Richard Yates,1959,American,Male,White,Not Hispanic or Latinx
Gino Severini,Dynamic Hieroglyph of the Bal Tabarin,1996,Italian,Male,White,Not Hispanic or Latinx
Gino Severini,Armored Train,2001,Italian,Male,White,Not Hispanic or Latinx
Gino Severini,Armored Train,2005,Italian,Male,White,Not Hispanic or Latinx
Gino Severini,Armored Train,2009,Italian,Male,White,Not Hispanic or Latinx
Gino Severini,Armored Train,2013,Italian,Male,White,Not Hispanic or Latinx
Gino Severini,Armored Train,2016,Italian,Male,White,Not Hispanic or Latinx
Gino Severini,Armored Train,2020,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Soothsayer's Recompense,1959,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Delights of a Poet,1970,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Delights of a Poet,1975,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Delights of a Poet,1980,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Delights of a Poet,1986,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Soothsayer's Recompense,1991,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Soothsayer's Recompense,1996,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,Melancholy and Mystery of a Street,2001,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,Melancholy and Mystery of a Street,2005,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,Melancholy and Mystery of a Street,2009,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Song of Law,2013,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Song of Love,2016,Italian,Male,White,Not Hispanic or Latinx
Giorgio de Chirico,The Song of Love,2020,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carcere (Interior of a Prison),1959,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carceri 14,1980,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carceri 14,1986,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carceri 14,1991,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carceri 14,1996,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,the Temple of Saturn,1996,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carceri 14,2001,Italian,Male,White,Not Hispanic or Latinx
Giovanni Battista Piranesi,Carceri 14,2005,Italian,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,1936,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,1959,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,2001,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,2005,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,2009,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,2013,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,2016,American,Male,White,Not Hispanic or Latinx
Grant Wood,American Gothic,2020,American,Male,White,Not Hispanic or Latinx
Guerrilla Girls,The Advantages of Being a Woman Artist,2001,American,Female,Unknown,Not Hispanic or Latinx
Guerrilla Girls,The Advantages of Being a Woman Artist,2005,American,Female,Unknown,Not Hispanic or Latinx
Guerrilla Girls,The Advantages of Being a Woman Artist,2009,American,Female,Unknown,Not Hispanic or Latinx
Gunta Stölzl,Gobelin tapestry,2001,German,Female,White,Not Hispanic or Latinx
Gunta Stölzl,Gobelin tapestry,2005,German,Female,White,Not Hispanic or Latinx
Gustav Klimt,Death and Life,1975,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,Death and Life,1980,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,Death and Life,1986,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,Death and Life,1991,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,Death and Life,1996,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,The Kiss,2001,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,The Kiss,2005,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,The Kiss,2009,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,The Kiss,2013,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,The Kiss,2016,Austrian,Male,White,Not Hispanic or Latinx
Gustav Klimt,The Kiss,2020,Austrian,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,1996,French,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,2001,French,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,2005,French,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,2009,French,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,2013,French,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,2016,French,Male,White,Not Hispanic or Latinx
Gustave Caillebotte,Paris: A Rainy Day,2020,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,The Stone-Breakers,1936,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,La Mère Grégoire,1948,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,The Stone Breakers,1959,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,The Stone Breakers,1970,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,Burial at Ornans,1970,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,The Stone Breakers,1975,French,Male,White,Not Hispanic or Latinx
Gustave Courbet,Burial at Ornans,1975,French,Male,White,Not Hispanic or Latinx
